Year,Month,Day,Daily global solar exposure (MJ/m*m),Station
1999,09,18,23.7,Mungeraine (Mulka)
1999,09,19,24.4,Mungeraine (Mulka)
1999,09,20,24.4,Mungeraine (Mulka)
1999,09,21,23.8,Mungeraine (Mulka)
1999,09,22,22.9,Mungeraine (Mulka)
1999,09,23,24.7,Mungeraine (Mulka)
1999,09,24,24.5,Mungeraine (Mulka)
1999,09,25,13.3,Mungeraine (Mulka)
1999,09,26,21.5,Mungeraine (Mulka)
1999,09,27,21.1,Mungeraine (Mulka)
1999,09,28,25.4,Mungeraine (Mulka)
1999,09,29,6,Mungeraine (Mulka)
1999,09,30,23.1,Mungeraine (Mulka)
1999,10,01,21.8,Mungeraine (Mulka)
1999,10,02,21,Mungeraine (Mulka)
1999,10,03,24.9,Mungeraine (Mulka)
1999,10,04,25.6,Mungeraine (Mulka)
1999,10,05,26,Mungeraine (Mulka)
1999,10,06,26.7,Mungeraine (Mulka)
1999,10,07,26.9,Mungeraine (Mulka)
1999,10,08,26.6,Mungeraine (Mulka)
1999,10,09,24.8,Mungeraine (Mulka)
1999,10,10,21.9,Mungeraine (Mulka)
1999,10,11,26.6,Mungeraine (Mulka)
1999,10,12,10.8,Mungeraine (Mulka)
1999,10,13,22.8,Mungeraine (Mulka)
1999,10,14,27.5,Mungeraine (Mulka)
1999,10,15,28,Mungeraine (Mulka)
1999,10,16,28.3,Mungeraine (Mulka)
1999,10,17,24.2,Mungeraine (Mulka)
1999,10,18,11.7,Mungeraine (Mulka)
1999,10,19,28.5,Mungeraine (Mulka)
1999,10,20,27.1,Mungeraine (Mulka)
1999,10,21,29.3,Mungeraine (Mulka)
1999,10,22,29.8,Mungeraine (Mulka)
1999,10,23,28.6,Mungeraine (Mulka)
1999,10,24,30,Mungeraine (Mulka)
1999,10,25,26.7,Mungeraine (Mulka)
1999,10,26,12.5,Mungeraine (Mulka)
1999,10,27,30,Mungeraine (Mulka)
1999,10,28,29.2,Mungeraine (Mulka)
1999,10,29,17,Mungeraine (Mulka)
1999,10,30,21.5,Mungeraine (Mulka)
1999,10,31,27.9,Mungeraine (Mulka)
1999,11,01,NA,Mungeraine (Mulka)
1999,11,02,NA,Mungeraine (Mulka)
1999,11,03,27.1,Mungeraine (Mulka)
1999,11,04,NA,Mungeraine (Mulka)
1999,11,05,25.2,Mungeraine (Mulka)
1999,11,06,27.7,Mungeraine (Mulka)
1999,11,07,21.3,Mungeraine (Mulka)
1999,11,08,11.3,Mungeraine (Mulka)
1999,11,09,31.5,Mungeraine (Mulka)
1999,11,10,31.7,Mungeraine (Mulka)
1999,11,11,30.5,Mungeraine (Mulka)
1999,11,12,31.4,Mungeraine (Mulka)
1999,11,13,31.4,Mungeraine (Mulka)
1999,11,14,30.3,Mungeraine (Mulka)
1999,11,15,25.6,Mungeraine (Mulka)
1999,11,16,28.5,Mungeraine (Mulka)
1999,11,17,20.4,Mungeraine (Mulka)
1999,11,18,28.5,Mungeraine (Mulka)
1999,11,19,20.5,Mungeraine (Mulka)
1999,11,20,30,Mungeraine (Mulka)
1999,11,21,32.6,Mungeraine (Mulka)
1999,11,22,31.5,Mungeraine (Mulka)
1999,11,23,30.3,Mungeraine (Mulka)
1999,11,24,19.4,Mungeraine (Mulka)
1999,11,25,19.5,Mungeraine (Mulka)
1999,11,26,20.1,Mungeraine (Mulka)
1999,11,27,27,Mungeraine (Mulka)
1999,11,28,22.8,Mungeraine (Mulka)
1999,11,29,24.6,Mungeraine (Mulka)
1999,11,30,24.5,Mungeraine (Mulka)
1999,12,01,28.1,Mungeraine (Mulka)
1999,12,02,31.7,Mungeraine (Mulka)
1999,12,03,29,Mungeraine (Mulka)
1999,12,04,31.9,Mungeraine (Mulka)
1999,12,05,32,Mungeraine (Mulka)
1999,12,06,29.4,Mungeraine (Mulka)
1999,12,07,31,Mungeraine (Mulka)
1999,12,08,7.3,Mungeraine (Mulka)
1999,12,09,27.7,Mungeraine (Mulka)
1999,12,10,21.4,Mungeraine (Mulka)
1999,12,11,18.5,Mungeraine (Mulka)
1999,12,12,33.5,Mungeraine (Mulka)
1999,12,13,33.4,Mungeraine (Mulka)
1999,12,14,32.7,Mungeraine (Mulka)
1999,12,15,26.3,Mungeraine (Mulka)
1999,12,16,3.4,Mungeraine (Mulka)
1999,12,17,14.3,Mungeraine (Mulka)
1999,12,18,33.9,Mungeraine (Mulka)
1999,12,19,33.5,Mungeraine (Mulka)
1999,12,20,32.5,Mungeraine (Mulka)
1999,12,21,30,Mungeraine (Mulka)
1999,12,22,31.9,Mungeraine (Mulka)
1999,12,23,32.4,Mungeraine (Mulka)
1999,12,24,32.8,Mungeraine (Mulka)
1999,12,25,29.9,Mungeraine (Mulka)
1999,12,26,19.4,Mungeraine (Mulka)
1999,12,27,29.2,Mungeraine (Mulka)
1999,12,28,33.9,Mungeraine (Mulka)
1999,12,29,32.6,Mungeraine (Mulka)
1999,12,30,31.9,Mungeraine (Mulka)
1999,12,31,33.4,Mungeraine (Mulka)
2000,01,01,NA,Mungeraine (Mulka)
2000,01,02,31.7,Mungeraine (Mulka)
2000,01,03,25.2,Mungeraine (Mulka)
2000,01,04,33,Mungeraine (Mulka)
2000,01,05,32.4,Mungeraine (Mulka)
2000,01,06,32.1,Mungeraine (Mulka)
2000,01,07,32.5,Mungeraine (Mulka)
2000,01,08,30.5,Mungeraine (Mulka)
2000,01,09,32.6,Mungeraine (Mulka)
2000,01,10,31.2,Mungeraine (Mulka)
2000,01,11,31.4,Mungeraine (Mulka)
2000,01,12,31.3,Mungeraine (Mulka)
2000,01,13,32,Mungeraine (Mulka)
2000,01,14,31.7,Mungeraine (Mulka)
2000,01,15,31.2,Mungeraine (Mulka)
2000,01,16,31.1,Mungeraine (Mulka)
2000,01,17,31.1,Mungeraine (Mulka)
2000,01,18,30.8,Mungeraine (Mulka)
2000,01,19,31.1,Mungeraine (Mulka)
2000,01,20,28.9,Mungeraine (Mulka)
2000,01,21,31.4,Mungeraine (Mulka)
2000,01,22,31.9,Mungeraine (Mulka)
2000,01,23,31.6,Mungeraine (Mulka)
2000,01,24,26.2,Mungeraine (Mulka)
2000,01,25,26.6,Mungeraine (Mulka)
2000,01,26,11.1,Mungeraine (Mulka)
2000,01,27,29.9,Mungeraine (Mulka)
2000,01,28,31.5,Mungeraine (Mulka)
2000,01,29,31.6,Mungeraine (Mulka)
2000,01,30,31.5,Mungeraine (Mulka)
2000,01,31,30.8,Mungeraine (Mulka)
2000,02,01,31.3,Mungeraine (Mulka)
2000,02,02,30.7,Mungeraine (Mulka)
2000,02,03,25.5,Mungeraine (Mulka)
2000,02,04,31.5,Mungeraine (Mulka)
2000,02,05,31,Mungeraine (Mulka)
2000,02,06,31,Mungeraine (Mulka)
2000,02,07,27.5,Mungeraine (Mulka)
2000,02,08,24.5,Mungeraine (Mulka)
2000,02,09,22.6,Mungeraine (Mulka)
2000,02,10,6.3,Mungeraine (Mulka)
2000,02,11,4.1,Mungeraine (Mulka)
2000,02,12,5,Mungeraine (Mulka)
2000,02,13,23.2,Mungeraine (Mulka)
2000,02,14,8.2,Mungeraine (Mulka)
2000,02,15,11.5,Mungeraine (Mulka)
2000,02,16,22.5,Mungeraine (Mulka)
2000,02,17,25.7,Mungeraine (Mulka)
2000,02,18,23.6,Mungeraine (Mulka)
2000,02,19,27.3,Mungeraine (Mulka)
2000,02,20,15,Mungeraine (Mulka)
2000,02,21,28.3,Mungeraine (Mulka)
2000,02,22,29.6,Mungeraine (Mulka)
2000,02,23,29.5,Mungeraine (Mulka)
2000,02,24,25.6,Mungeraine (Mulka)
2000,02,25,22.1,Mungeraine (Mulka)
2000,02,26,21.3,Mungeraine (Mulka)
2000,02,27,27.7,Mungeraine (Mulka)
2000,02,28,28,Mungeraine (Mulka)
2000,02,29,27.3,Mungeraine (Mulka)
2000,03,01,27.1,Mungeraine (Mulka)
2000,03,02,26.8,Mungeraine (Mulka)
2000,03,03,27.6,Mungeraine (Mulka)
2000,03,04,19.1,Mungeraine (Mulka)
2000,03,05,14.3,Mungeraine (Mulka)
2000,03,06,11.7,Mungeraine (Mulka)
2000,03,07,27.8,Mungeraine (Mulka)
2000,03,08,27.7,Mungeraine (Mulka)
2000,03,09,27.3,Mungeraine (Mulka)
2000,03,10,26.9,Mungeraine (Mulka)
2000,03,11,23.1,Mungeraine (Mulka)
2000,03,12,25.2,Mungeraine (Mulka)
2000,03,13,25.1,Mungeraine (Mulka)
2000,03,14,25.8,Mungeraine (Mulka)
2000,03,15,26.3,Mungeraine (Mulka)
2000,03,16,25.8,Mungeraine (Mulka)
2000,03,17,20.1,Mungeraine (Mulka)
2000,03,18,22.2,Mungeraine (Mulka)
2000,03,19,22.1,Mungeraine (Mulka)
2000,03,20,24.4,Mungeraine (Mulka)
2000,03,21,NA,Mungeraine (Mulka)
2000,03,22,23.9,Mungeraine (Mulka)
2000,03,23,9.9,Mungeraine (Mulka)
2000,03,24,25.1,Mungeraine (Mulka)
2000,03,25,23.6,Mungeraine (Mulka)
2000,03,26,23.9,Mungeraine (Mulka)
2000,03,27,23.2,Mungeraine (Mulka)
2000,03,28,21.4,Mungeraine (Mulka)
2000,03,29,23.3,Mungeraine (Mulka)
2000,03,30,22.7,Mungeraine (Mulka)
2000,03,31,21.6,Mungeraine (Mulka)
2000,04,01,18.7,Mungeraine (Mulka)
2000,04,02,14.9,Mungeraine (Mulka)
2000,04,03,20.5,Mungeraine (Mulka)
2000,04,04,18.7,Mungeraine (Mulka)
2000,04,05,21.8,Mungeraine (Mulka)
2000,04,06,21.8,Mungeraine (Mulka)
2000,04,07,20.6,Mungeraine (Mulka)
2000,04,08,20.7,Mungeraine (Mulka)
2000,04,09,18.3,Mungeraine (Mulka)
2000,04,10,10.7,Mungeraine (Mulka)
2000,04,11,10.7,Mungeraine (Mulka)
2000,04,12,18.6,Mungeraine (Mulka)
2000,04,13,19.8,Mungeraine (Mulka)
2000,04,14,19,Mungeraine (Mulka)
2000,04,15,17.1,Mungeraine (Mulka)
2000,04,16,13.2,Mungeraine (Mulka)
2000,04,17,20,Mungeraine (Mulka)
2000,04,18,19.5,Mungeraine (Mulka)
2000,04,19,16.8,Mungeraine (Mulka)
2000,04,20,12.8,Mungeraine (Mulka)
2000,04,21,5.6,Mungeraine (Mulka)
2000,04,22,7.3,Mungeraine (Mulka)
2000,04,23,19.1,Mungeraine (Mulka)
2000,04,24,15.3,Mungeraine (Mulka)
2000,04,25,12.9,Mungeraine (Mulka)
2000,04,26,16.3,Mungeraine (Mulka)
2000,04,27,17.8,Mungeraine (Mulka)
2000,04,28,15.2,Mungeraine (Mulka)
2000,04,29,15.2,Mungeraine (Mulka)
2000,04,30,11.1,Mungeraine (Mulka)
2000,05,01,5,Mungeraine (Mulka)
2000,05,02,4.2,Mungeraine (Mulka)
2000,05,03,8,Mungeraine (Mulka)
2000,05,04,17.8,Mungeraine (Mulka)
2000,05,05,18.5,Mungeraine (Mulka)
2000,05,06,18.1,Mungeraine (Mulka)
2000,05,07,17.9,Mungeraine (Mulka)
2000,05,08,17.5,Mungeraine (Mulka)
2000,05,09,17.5,Mungeraine (Mulka)
2000,05,10,16.8,Mungeraine (Mulka)
2000,05,11,15.8,Mungeraine (Mulka)
2000,05,12,16.3,Mungeraine (Mulka)
2000,05,13,13.3,Mungeraine (Mulka)
2000,05,14,16.4,Mungeraine (Mulka)
2000,05,15,15.2,Mungeraine (Mulka)
2000,05,16,15.6,Mungeraine (Mulka)
2000,05,17,15.8,Mungeraine (Mulka)
2000,05,18,15.7,Mungeraine (Mulka)
2000,05,19,15.4,Mungeraine (Mulka)
2000,05,20,15.5,Mungeraine (Mulka)
2000,05,21,15.4,Mungeraine (Mulka)
2000,05,22,14.6,Mungeraine (Mulka)
2000,05,23,14.9,Mungeraine (Mulka)
2000,05,24,14.1,Mungeraine (Mulka)
2000,05,25,13.9,Mungeraine (Mulka)
2000,05,26,10.8,Mungeraine (Mulka)
2000,05,27,14.7,Mungeraine (Mulka)
2000,05,28,14.7,Mungeraine (Mulka)
2000,05,29,14.8,Mungeraine (Mulka)
2000,05,30,14.5,Mungeraine (Mulka)
2000,05,31,14.2,Mungeraine (Mulka)
2000,06,01,14.5,Mungeraine (Mulka)
2000,06,02,15.1,Mungeraine (Mulka)
2000,06,03,14.9,Mungeraine (Mulka)
2000,06,04,14.8,Mungeraine (Mulka)
2000,06,05,14.4,Mungeraine (Mulka)
2000,06,06,14.8,Mungeraine (Mulka)
2000,06,07,14,Mungeraine (Mulka)
2000,06,08,14.6,Mungeraine (Mulka)
2000,06,09,14.1,Mungeraine (Mulka)
2000,06,10,14.4,Mungeraine (Mulka)
2000,06,11,14.3,Mungeraine (Mulka)
2000,06,12,13.6,Mungeraine (Mulka)
2000,06,13,14.2,Mungeraine (Mulka)
2000,06,14,14,Mungeraine (Mulka)
2000,06,15,13.8,Mungeraine (Mulka)
2000,06,16,14.1,Mungeraine (Mulka)
2000,06,17,13.8,Mungeraine (Mulka)
2000,06,18,8.1,Mungeraine (Mulka)
2000,06,19,12,Mungeraine (Mulka)
2000,06,20,14.1,Mungeraine (Mulka)
2000,06,21,14.3,Mungeraine (Mulka)
2000,06,22,13.8,Mungeraine (Mulka)
2000,06,23,14.2,Mungeraine (Mulka)
2000,06,24,11.2,Mungeraine (Mulka)
2000,06,25,13.2,Mungeraine (Mulka)
2000,06,26,10,Mungeraine (Mulka)
2000,06,27,13.9,Mungeraine (Mulka)
2000,06,28,12.7,Mungeraine (Mulka)
2000,06,29,13.8,Mungeraine (Mulka)
2000,06,30,13.9,Mungeraine (Mulka)
2000,07,01,13.9,Mungeraine (Mulka)
2000,07,02,10.1,Mungeraine (Mulka)
2000,07,03,6.4,Mungeraine (Mulka)
2000,07,04,14.1,Mungeraine (Mulka)
2000,07,05,14.6,Mungeraine (Mulka)
2000,07,06,11.7,Mungeraine (Mulka)
2000,07,07,13.9,Mungeraine (Mulka)
2000,07,08,14.3,Mungeraine (Mulka)
2000,07,09,14.7,Mungeraine (Mulka)
2000,07,10,14.5,Mungeraine (Mulka)
2000,07,11,14.7,Mungeraine (Mulka)
2000,07,12,14.6,Mungeraine (Mulka)
2000,07,13,14.9,Mungeraine (Mulka)
2000,07,14,13.7,Mungeraine (Mulka)
2000,07,15,10.1,Mungeraine (Mulka)
2000,07,16,15.1,Mungeraine (Mulka)
2000,07,17,15,Mungeraine (Mulka)
2000,07,18,11.6,Mungeraine (Mulka)
2000,07,19,15.3,Mungeraine (Mulka)
2000,07,20,12.9,Mungeraine (Mulka)
2000,07,21,15.4,Mungeraine (Mulka)
2000,07,22,15.4,Mungeraine (Mulka)
2000,07,23,1.1,Mungeraine (Mulka)
2000,07,24,15.7,Mungeraine (Mulka)
2000,07,25,15.9,Mungeraine (Mulka)
2000,07,26,15,Mungeraine (Mulka)
2000,07,27,16.6,Mungeraine (Mulka)
2000,07,28,16.5,Mungeraine (Mulka)
2000,07,29,16.5,Mungeraine (Mulka)
2000,07,30,16.5,Mungeraine (Mulka)
2000,07,31,16.5,Mungeraine (Mulka)
2000,08,01,16.4,Mungeraine (Mulka)
2000,08,02,16.5,Mungeraine (Mulka)
2000,08,03,15.3,Mungeraine (Mulka)
2000,08,04,14.3,Mungeraine (Mulka)
2000,08,05,9.9,Mungeraine (Mulka)
2000,08,06,14.3,Mungeraine (Mulka)
2000,08,07,16.1,Mungeraine (Mulka)
2000,08,08,17.7,Mungeraine (Mulka)
2000,08,09,17.8,Mungeraine (Mulka)
2000,08,10,17.9,Mungeraine (Mulka)
2000,08,11,4.1,Mungeraine (Mulka)
2000,08,12,15.3,Mungeraine (Mulka)
2000,08,13,18.5,Mungeraine (Mulka)
2000,08,14,18.8,Mungeraine (Mulka)
2000,08,15,15.8,Mungeraine (Mulka)
2000,08,16,16.3,Mungeraine (Mulka)
2000,08,17,17.9,Mungeraine (Mulka)
2000,08,18,15.5,Mungeraine (Mulka)
2000,08,19,18.7,Mungeraine (Mulka)
2000,08,20,17.6,Mungeraine (Mulka)
2000,08,21,19.6,Mungeraine (Mulka)
2000,08,22,19.2,Mungeraine (Mulka)
2000,08,23,13.9,Mungeraine (Mulka)
2000,08,24,19.8,Mungeraine (Mulka)
2000,08,25,17.1,Mungeraine (Mulka)
2000,08,26,20.3,Mungeraine (Mulka)
2000,08,27,16.3,Mungeraine (Mulka)
2000,08,28,20.9,Mungeraine (Mulka)
2000,08,29,20.2,Mungeraine (Mulka)
2000,08,30,20.5,Mungeraine (Mulka)
2000,08,31,21.1,Mungeraine (Mulka)
2000,09,01,20.4,Mungeraine (Mulka)
2000,09,02,20.7,Mungeraine (Mulka)
2000,09,03,20.5,Mungeraine (Mulka)
2000,09,04,15.6,Mungeraine (Mulka)
2000,09,05,21.5,Mungeraine (Mulka)
2000,09,06,12.9,Mungeraine (Mulka)
2000,09,07,21.5,Mungeraine (Mulka)
2000,09,08,21.9,Mungeraine (Mulka)
2000,09,09,21.8,Mungeraine (Mulka)
2000,09,10,21.7,Mungeraine (Mulka)
2000,09,11,22.4,Mungeraine (Mulka)
2000,09,12,22.3,Mungeraine (Mulka)
2000,09,13,22.8,Mungeraine (Mulka)
2000,09,14,23.3,Mungeraine (Mulka)
2000,09,15,23.4,Mungeraine (Mulka)
2000,09,16,23.8,Mungeraine (Mulka)
2000,09,17,23.5,Mungeraine (Mulka)
2000,09,18,23.7,Mungeraine (Mulka)
2000,09,19,23.8,Mungeraine (Mulka)
2000,09,20,23.9,Mungeraine (Mulka)
2000,09,21,23.8,Mungeraine (Mulka)
2000,09,22,23.9,Mungeraine (Mulka)
2000,09,23,24.3,Mungeraine (Mulka)
2000,09,24,24.6,Mungeraine (Mulka)
2000,09,25,24.5,Mungeraine (Mulka)
2000,09,26,7.7,Mungeraine (Mulka)
2000,09,27,24.9,Mungeraine (Mulka)
2000,09,28,25.4,Mungeraine (Mulka)
2000,09,29,25.2,Mungeraine (Mulka)
2000,09,30,25.2,Mungeraine (Mulka)
2000,10,01,25.7,Mungeraine (Mulka)
2000,10,02,26,Mungeraine (Mulka)
2000,10,03,24.5,Mungeraine (Mulka)
2000,10,04,26.4,Mungeraine (Mulka)
2000,10,05,26.1,Mungeraine (Mulka)
2000,10,06,25.9,Mungeraine (Mulka)
2000,10,07,26,Mungeraine (Mulka)
2000,10,08,8.2,Mungeraine (Mulka)
2000,10,09,3.6,Mungeraine (Mulka)
2000,10,10,27.4,Mungeraine (Mulka)
2000,10,11,27.8,Mungeraine (Mulka)
2000,10,12,21.2,Mungeraine (Mulka)
2000,10,13,8.8,Mungeraine (Mulka)
2000,10,14,28,Mungeraine (Mulka)
2000,10,15,28,Mungeraine (Mulka)
2000,10,16,27.4,Mungeraine (Mulka)
2000,10,17,11.7,Mungeraine (Mulka)
2000,10,18,26.8,Mungeraine (Mulka)
2000,10,19,28.3,Mungeraine (Mulka)
2000,10,20,27.2,Mungeraine (Mulka)
2000,10,21,18,Mungeraine (Mulka)
2000,10,22,5.5,Mungeraine (Mulka)
2000,10,23,13.2,Mungeraine (Mulka)
2000,10,24,28.3,Mungeraine (Mulka)
2000,10,25,17.2,Mungeraine (Mulka)
2000,10,26,29.1,Mungeraine (Mulka)
2000,10,27,29.6,Mungeraine (Mulka)
2000,10,28,22.6,Mungeraine (Mulka)
2000,10,29,29.4,Mungeraine (Mulka)
2000,10,30,29.2,Mungeraine (Mulka)
2000,10,31,24,Mungeraine (Mulka)
2000,11,01,30.4,Mungeraine (Mulka)
2000,11,02,30.9,Mungeraine (Mulka)
2000,11,03,10.4,Mungeraine (Mulka)
2000,11,04,29.2,Mungeraine (Mulka)
2000,11,05,18.2,Mungeraine (Mulka)
2000,11,06,29.4,Mungeraine (Mulka)
2000,11,07,27.6,Mungeraine (Mulka)
2000,11,08,15.7,Mungeraine (Mulka)
2000,11,09,30.3,Mungeraine (Mulka)
2000,11,10,28.4,Mungeraine (Mulka)
2000,11,11,30.9,Mungeraine (Mulka)
2000,11,12,30,Mungeraine (Mulka)
2000,11,13,29.7,Mungeraine (Mulka)
2000,11,14,30.2,Mungeraine (Mulka)
2000,11,15,28.7,Mungeraine (Mulka)
2000,11,16,20.4,Mungeraine (Mulka)
2000,11,17,13.5,Mungeraine (Mulka)
2000,11,18,29.1,Mungeraine (Mulka)
2000,11,19,30.6,Mungeraine (Mulka)
2000,11,20,21.4,Mungeraine (Mulka)
2000,11,21,27.6,Mungeraine (Mulka)
2000,11,22,28.9,Mungeraine (Mulka)
2000,11,23,13.7,Mungeraine (Mulka)
2000,11,24,25.8,Mungeraine (Mulka)
2000,11,25,31.6,Mungeraine (Mulka)
2000,11,26,31.4,Mungeraine (Mulka)
2000,11,27,32.3,Mungeraine (Mulka)
2000,11,28,31.9,Mungeraine (Mulka)
2000,11,29,30.7,Mungeraine (Mulka)
2000,11,30,24.3,Mungeraine (Mulka)
2000,12,01,32.6,Mungeraine (Mulka)
2000,12,02,32.8,Mungeraine (Mulka)
2000,12,03,32,Mungeraine (Mulka)
2000,12,04,32.4,Mungeraine (Mulka)
2000,12,05,32,Mungeraine (Mulka)
2000,12,06,29.5,Mungeraine (Mulka)
2000,12,07,21.1,Mungeraine (Mulka)
2000,12,08,24.7,Mungeraine (Mulka)
2000,12,09,32,Mungeraine (Mulka)
2000,12,10,31.4,Mungeraine (Mulka)
2000,12,11,25.2,Mungeraine (Mulka)
2000,12,12,NA,Mungeraine (Mulka)
2000,12,13,13.8,Mungeraine (Mulka)
2000,12,14,28.7,Mungeraine (Mulka)
2000,12,15,31.7,Mungeraine (Mulka)
2000,12,16,32.3,Mungeraine (Mulka)
2000,12,17,29.9,Mungeraine (Mulka)
2000,12,18,29,Mungeraine (Mulka)
2000,12,19,28.6,Mungeraine (Mulka)
2000,12,20,18.3,Mungeraine (Mulka)
2000,12,21,17.1,Mungeraine (Mulka)
2000,12,22,18.4,Mungeraine (Mulka)
2000,12,23,29,Mungeraine (Mulka)
2000,12,24,32.2,Mungeraine (Mulka)
2000,12,25,33,Mungeraine (Mulka)
2000,12,26,32.8,Mungeraine (Mulka)
2000,12,27,32.6,Mungeraine (Mulka)
2000,12,28,33,Mungeraine (Mulka)
2000,12,29,32.9,Mungeraine (Mulka)
2000,12,30,32.7,Mungeraine (Mulka)
2000,12,31,26,Mungeraine (Mulka)
2001,01,01,31.9,Mungeraine (Mulka)
2001,01,02,29.4,Mungeraine (Mulka)
2001,01,03,31.3,Mungeraine (Mulka)
2001,01,04,22.4,Mungeraine (Mulka)
2001,01,05,31.5,Mungeraine (Mulka)
2001,01,06,32.4,Mungeraine (Mulka)
2001,01,07,32,Mungeraine (Mulka)
2001,01,08,31.5,Mungeraine (Mulka)
2001,01,09,32.6,Mungeraine (Mulka)
2001,01,10,31.9,Mungeraine (Mulka)
2001,01,11,23.5,Mungeraine (Mulka)
2001,01,12,31.3,Mungeraine (Mulka)
2001,01,13,31.3,Mungeraine (Mulka)
2001,01,14,31.7,Mungeraine (Mulka)
2001,01,15,29.4,Mungeraine (Mulka)
2001,01,16,25.6,Mungeraine (Mulka)
2001,01,17,31.4,Mungeraine (Mulka)
2001,01,18,31.9,Mungeraine (Mulka)
2001,01,19,31.5,Mungeraine (Mulka)
2001,01,20,31.8,Mungeraine (Mulka)
2001,01,21,31.6,Mungeraine (Mulka)
2001,01,22,31.5,Mungeraine (Mulka)
2001,01,23,13.7,Mungeraine (Mulka)
2001,01,24,26,Mungeraine (Mulka)
2001,01,25,26,Mungeraine (Mulka)
2001,01,26,27.1,Mungeraine (Mulka)
2001,01,27,30.1,Mungeraine (Mulka)
2001,01,28,27.9,Mungeraine (Mulka)
2001,01,29,3.6,Mungeraine (Mulka)
2001,01,30,13.1,Mungeraine (Mulka)
2001,01,31,29.4,Mungeraine (Mulka)
2001,02,01,31.1,Mungeraine (Mulka)
2001,02,02,31,Mungeraine (Mulka)
2001,02,03,28.8,Mungeraine (Mulka)
2001,02,04,23.9,Mungeraine (Mulka)
2001,02,05,19.6,Mungeraine (Mulka)
2001,02,06,24.3,Mungeraine (Mulka)
2001,02,07,30.9,Mungeraine (Mulka)
2001,02,08,29.8,Mungeraine (Mulka)
2001,02,09,29.2,Mungeraine (Mulka)
2001,02,10,29.1,Mungeraine (Mulka)
2001,02,11,29,Mungeraine (Mulka)
2001,02,12,29.4,Mungeraine (Mulka)
2001,02,13,27.4,Mungeraine (Mulka)
2001,02,14,21.6,Mungeraine (Mulka)
2001,02,15,24.6,Mungeraine (Mulka)
2001,02,16,23.3,Mungeraine (Mulka)
2001,02,17,26.1,Mungeraine (Mulka)
2001,02,18,27.7,Mungeraine (Mulka)
2001,02,19,28.5,Mungeraine (Mulka)
2001,02,20,28.5,Mungeraine (Mulka)
2001,02,21,28.3,Mungeraine (Mulka)
2001,02,22,28.4,Mungeraine (Mulka)
2001,02,23,27.6,Mungeraine (Mulka)
2001,02,24,25,Mungeraine (Mulka)
2001,02,25,26.8,Mungeraine (Mulka)
2001,02,26,23.9,Mungeraine (Mulka)
2001,02,27,24.8,Mungeraine (Mulka)
2001,02,28,16.3,Mungeraine (Mulka)
2001,03,01,17.9,Mungeraine (Mulka)
2001,03,02,7.7,Mungeraine (Mulka)
2001,03,03,23.2,Mungeraine (Mulka)
2001,03,04,21.5,Mungeraine (Mulka)
2001,03,05,24.3,Mungeraine (Mulka)
2001,03,06,23.6,Mungeraine (Mulka)
2001,03,07,25.5,Mungeraine (Mulka)
2001,03,08,26.7,Mungeraine (Mulka)
2001,03,09,26.4,Mungeraine (Mulka)
2001,03,10,25.6,Mungeraine (Mulka)
2001,03,11,24.5,Mungeraine (Mulka)
2001,03,12,24.7,Mungeraine (Mulka)
2001,03,13,24.9,Mungeraine (Mulka)
2001,03,14,24.9,Mungeraine (Mulka)
2001,03,15,24.6,Mungeraine (Mulka)
2001,03,16,11.6,Mungeraine (Mulka)
2001,03,17,23.2,Mungeraine (Mulka)
2001,03,18,24.4,Mungeraine (Mulka)
2001,03,19,20.9,Mungeraine (Mulka)
2001,03,20,11.1,Mungeraine (Mulka)
2001,03,21,20.8,Mungeraine (Mulka)
2001,03,22,23.4,Mungeraine (Mulka)
2001,03,23,6.3,Mungeraine (Mulka)
2001,03,24,18.3,Mungeraine (Mulka)
2001,03,25,23.2,Mungeraine (Mulka)
2001,03,26,23.6,Mungeraine (Mulka)
2001,03,27,23.6,Mungeraine (Mulka)
2001,03,28,22.8,Mungeraine (Mulka)
2001,03,29,22.8,Mungeraine (Mulka)
2001,03,30,22.8,Mungeraine (Mulka)
2001,03,31,22.4,Mungeraine (Mulka)
2001,04,01,18.1,Mungeraine (Mulka)
2001,04,02,20.9,Mungeraine (Mulka)
2001,04,03,20.8,Mungeraine (Mulka)
2001,04,04,22.2,Mungeraine (Mulka)
2001,04,05,22,Mungeraine (Mulka)
2001,04,06,19.7,Mungeraine (Mulka)
2001,04,07,17.7,Mungeraine (Mulka)
2001,04,08,6.6,Mungeraine (Mulka)
2001,04,09,21.8,Mungeraine (Mulka)
2001,04,10,21.1,Mungeraine (Mulka)
2001,04,11,20.7,Mungeraine (Mulka)
2001,04,12,21.5,Mungeraine (Mulka)
2001,04,13,20.6,Mungeraine (Mulka)
2001,04,14,20.4,Mungeraine (Mulka)
2001,04,15,20.3,Mungeraine (Mulka)
2001,04,16,19.9,Mungeraine (Mulka)
2001,04,17,18.5,Mungeraine (Mulka)
2001,04,18,19.4,Mungeraine (Mulka)
2001,04,19,19,Mungeraine (Mulka)
2001,04,20,19,Mungeraine (Mulka)
2001,04,21,19.2,Mungeraine (Mulka)
2001,04,22,19.1,Mungeraine (Mulka)
2001,04,23,18.8,Mungeraine (Mulka)
2001,04,24,18.5,Mungeraine (Mulka)
2001,04,25,14.6,Mungeraine (Mulka)
